concept_id,canonical,dimension
commodity_product,commodity,product
common_carrier_task,common carrier,task
community_knowledge_domain,community,knowledge_domain
community_work_object,community,work_object
compliance,compliance,knowledge_domain
component_work_object,component,work_object
computer_computer_product,computer computer,product
computer_software_work_object,computer software,work_object
computers_product,computers,product
computers_work_object,computers,work_object
concrete_product_work_object,concrete product,work_object
concrete_work_object,concrete,work_object
confectionery_product,confectionery,product
confectionery_work_object,confectionery,work_object
configuration,configuration,task
consumer_good_work_object,consumer good,work_object
consumer_knowledge_domain,consumer,knowledge_domain
consumer_right_work_object,consumer right,work_object
consumer_work_object,consumer,work_object
contact_knowledge_domain,contact,knowledge_domain
container_product,container,product
container_work_object,container,work_object
contract_work_object,contract,work_object
control,control,task
conveyance_work_object,conveyance,work_object
coordination,coordination,task
copy_knowledge_domain,copy,knowledge_domain
coquille_task,coquille,task
corporate,corporate,industry
correctional,correctional,industry
correspondence,correspondence,task
corrugator_work_object,corrugator,work_object
cost_knowledge_domain,cost,knowledge_domain
costume_product,costume,product
cotton_gin_work_object,cotton gin,work_object
counselling,counselling,task
counter_work_object,counter,work_object
countryside_work_object,countryside,work_object
covid_work_object,covid,work_object
craft_work_object,craft,work_object
crane_crew_work_object,crane crew,work_object
crane_work_object,crane,work_object
credit_knowledge_domain,credit,knowledge_domain
credit_union_work_object,credit union,work_object
crime_knowledge_domain,crime,knowledge_domain
crop_industry,crop,industry
crosscut_saw_work_object,crosscut saw,work_object
crowd_work_object,crowd,work_object
crustaceans_product,crustaceans,product
cultural,cultural,industry
curriculum_work_object,curriculum,work_object
custom_work_object,custom,work_object
customer,customer,population
customers,customers,population
cutting,cutting,task
cybersecurity_task,cybersecurity,task
cylinder_work_object,cylinder,work_object
dairy,dairy,industry
dance_knowledge_domain,dance,knowledge_domain
dangerou_good_task,dangerou good,task
day_task,day,task
de_icer,de-icer,task
debarker_work_object,debarker,work_object
debt_work_object,debt,work_object
deck_work_object,deck,work_object
deep_sea_industry,deep sea,industry
defence_task,defence,task
delicatessen_product,delicatessen,product
delivery,delivery,task
dentistry_knowledge_domain,dentistry,knowledge_domain
department,department,venue
dependability_work_object,dependability,work_object
deputy_knowledge_domain,deputy,knowledge_domain
devices_product,devices,product
devices_work_object,devices,work_object
die_work_object,die,work_object
diesel_work_object,diesel,work_object
diet_work_object,diet,work_object
digester_work_object,digester,work_object
digestion,digestion,task
digital,digital,industry
dip_work_object,dip,work_object
disability_task,disability,task
disaster_knowledge_domain,disaster,knowledge_domain
disc_work_object,disc,work_object
disk_product,disk,product
distillery_work_object,distillery,work_object
dividend_knowledge_domain,dividend,knowledge_domain
medical_practice,medical practice,venue
documentation,documentation,task
dog_knowledge_domain,dog,knowledge_domain
doll_work_object,doll,work_object
door_product,door,product
door_work_object,door,work_object
drain_work_object,drain,work_object
drainage_work_object,drainage,work_object
drama,drama,knowledge_domain
drapery_work_object,drapery,work_object
dredge_work_object,dredge,work_object
drill_product,drill,product
drill_work_object,drill,work_object
drone_work_object,drone,work_object
drop_task,drop,task
drug_task,drug,task
drugs_product,drugs,product
drugstore_work_object,drugstore,work_object
dry_work_object,dry,work_object
dryer_work_object,dryer,work_object
duty_work_object,duty,work_object
e_learning,e-learning,channel
early_year_knowledge_domain,early year,knowledge_domain
earth_knowledge_domain,earth,knowledge_domain
ebusiness_work_object,ebusiness,work_object
economic,economic,industry
economics,economics,knowledge_domain
edge_bander_work_object,edge bander,work_object
edible_oil_knowledge_domain,edible oil,knowledge_domain
edible_oil_product,edible oil,product
effect_knowledge_domain,effect,knowledge_domain
elderly,elderly,population
electricity_knowledge_domain,electricity,knowledge_domain
electricity_product,electricity,product
electricity_work_object,electricity,work_object
electron_beam_work_object,electron beam,work_object
electronic,electronic,industry
embassy_work_object,embassy,work_object
embroidery_work_object,embroidery,work_object
embryo_work_object,embryo,work_object
emergency_ambulance_work_object,emergency ambulance,work_object
emergency_industry,emergency,industry
employee_task,employee,task
employer_task,employer,task
engine_product,engine,product
engine_work_object,engine,work_object
engine_work_object,engine,work_object
engineered_wood_board_work_object,engineered wood board,work_object
engines_product,engines,product
engines_work_object,engines,work_object
enterprise_work_object,enterprise,work_object
entry,entry,task
envelope_work_object,envelope,work_object
equality_task,equality,task
equine,equine,population
estate_industry,estate,industry
ethical,ethical,industry
event,event,industry
excavator_work_object,excavator,work_object
exchange_knowledge_domain,exchange,knowledge_domain
exchange_product,exchange,product
excise_work_object,excise,work_object
experience_work_object,experience,work_object
extract_work_object,extract,work_object
eyewear_product,eyewear,product
facility,facility,venue
faculty_work_object,faculty,work_object
family_industry,family,industry
fare_work_object,fare,work_object
fashion,fashion,industry
fat_task,fat,task
feed_knowledge_domain,feed,knowledge_domain
feed_product,feed,product
feed_work_object,feed,work_object
fertiliser_work_object,fertiliser,work_object
fibre_machine_work_object,fibre machine,work_object
fibre_work_object,fibre,work_object
fibreglass_work_object,fibreglass,work_object
field_survey_work_object,field survey,work_object
fight_knowledge_domain,fight,knowledge_domain
file_work_object,file,work_object
filigree_work_object,filigree,work_object
financial,financial,industry
fine_knowledge_domain,fine,knowledge_domain
finished_leather_work_object,finished leather,work_object
finishing,finishing,task
fire_work_object,fire,work_object
fireplace_work_object,fireplace,work_object
firework_work_object,firework,work_object
first_aid_knowledge_domain,first aid,knowledge_domain
fish_crustacean_knowledge_domain,fish crustacean,knowledge_domain
fish_crustacean_product,fish crustacean,product
fish_product,fish,product
fish_work_object,fish,work_object
fisheries,fisheries,industry
fitness_knowledge_domain,fitness,knowledge_domain
flight_knowledge_domain,flight,knowledge_domain
flight_work_object,flight,work_object
floor_product,floor,product
flour_purifier_work_object,flour purifier,work_object
flow,flow,task
flower_knowledge_domain,flower,knowledge_domain
flower_product,flower,product
flowers_product,flowers,product
fluid_power_work_object,fluid power,work_object
foam_rubber_work_object,foam rubber,work_object
followspot_work_object,followspot,work_object
foot_industry,foot,industry
football_knowledge_domain,football,knowledge_domain
footwear_3d_work_object,footwear 3d,work_object
footwear_product_work_object,footwear product,work_object
force_industry,force,industry
forecast_work_object,forecast,work_object
foreclosure_knowledge_domain,foreclosure,knowledge_domain
foreign,foreign,knowledge_domain
foreign_language,foreign language,knowledge_domain
forest_work_object,forest,work_object
forestry,forestry,industry
forge_work_object,forge,work_object
forklift_work_object,forklift,work_object
fossil_fuel_power_work_object,fossil fuel power,work_object
foster_task,foster,task
foundry_work_object,foundry,work_object
fragrance_work_object,fragrance,work_object
frame_work_object,frame,work_object
fraud_industry,fraud,industry
freight_work_object,freight,work_object
freinet_knowledge_domain,freinet,knowledge_domain
frequency_knowledge_domain,frequency,knowledge_domain
front_line_industry,front line,industry
front_work_object,front,work_object
froth_work_object,froth,work_object
fruit_knowledge_domain,fruit,knowledge_domain
fruit_product,fruit,product
fruit_work_object,fruit,work_object
fuel_product,fuel,product
fuel_work_object,fuel,work_object
fund_industry,fund,industry
fund_product,fund,product
funds_product,funds,product
fur_work_object,fur,work_object
furnace_product,furnace,product
furnace_work_object,furnace,work_object
furniture_carpet_knowledge_domain,furniture carpet,knowledge_domain
furniture_carpet_product,furniture carpet,product
further_knowledge_domain,further,knowledge_domain
future_product,future,product
gallery_knowledge_domain,gallery,knowledge_domain
game_work_object,game,work_object
games_product,games,product
garage_work_object,garage,work_object
garden,garden,venue
gas_turbine_work_object,gas turbine,work_object
gate_work_object,gate,work_object
gear_work_object,gear,work_object
geography,geography,knowledge_domain
geology,geology,knowledge_domain
gifted_knowledge_domain,gifted,knowledge_domain
glass_knowledge_domain,glass,knowledge_domain
glass_work_object,glass,work_object
glassware_product,glassware,product
glove_work_object,glove,work_object
golf_knowledge_domain,golf,knowledge_domain
good_knowledge_domain,good,knowledge_domain
good_product,good,product
goods_product,goods,product
government,government,industry
grading,grading,task
grant_work_object,grant,work_object
granulator_work_object,granulator,work_object
gravure_work_object,gravure,work_object
green,green,industry
grill_work_object,grill,work_object
ground_work_object,ground,work_object
groundwater_work_object,groundwater,work_object
guest,guest,population
guests,guests,population
guitar_work_object,guitar,work_object
hair_work_object,hair,work_object
hairpiece_work_object,hairpiece,work_object
hall,hall,venue
hammer_work_object,hammer,work_object
handling,handling,task
harbor,harbor,venue
harbour,harbour,venue
harp_work_object,harp,work_object
harpsichord_work_object,harpsichord,work_object
harvest_work_object,harvest,work_object
hatchery,hatchery,venue
hazardou_waste_work_object,hazardou waste,work_object
hazardou_work_object,hazardou,work_object
health,health,industry
healthcare,healthcare,industry
hearse_work_object,hearse,work_object
heat_work_object,heat,work_object
heel_work_object,heel,work_object
helicopter_work_object,helicopter,work_object
help,help,task
help_desk,help desk,channel
hide_skin_knowledge_domain,hide skin,knowledge_domain
hide_skin_product,hide skin,product
hide_work_object,hide,work_object
high_work_object,high,work_object
higher_knowledge_domain,higher,knowledge_domain
history,history,knowledge_domain
home,home,venue
homelessness_work_object,homelessness,work_object
horse_knowledge_domain,horse,knowledge_domain
horticulture_task,horticulture,task
hostel,hostel,venue
hot_foil_work_object,hot foil,work_object
house,house,venue
household_appliance_knowledge_domain,household appliance,knowledge_domain
household_appliance_product,household appliance,product
household_good_knowledge_domain,household good,knowledge_domain
household_good_product,household good,product
household_product,household,product
household_work_object,household,work_object
human,human,population
humanitarian_work_object,humanitarian,work_object
humans,humans,population
husbandry,husbandry,task
hydropower_work_object,hydropower,work_object
ice_knowledge_domain,ice,knowledge_domain
idiophone_knowledge_domain,idiophone,knowledge_domain
incinerator_work_object,incinerator,work_object
industrial,industrial,industry
industry_product,industry,product
infant,infant,population
infants,infants,population
infrastructure_work_object,infrastructure,work_object
inland_water_industry,inland water,industry
inspection,inspection,task
instrument_product,instrument,product
instrument_work_object,instrument,work_object
instruments_product,instruments,product
instruments_work_object,instruments,work_object
integrated_work_object,integrated,work_object
integration,integration,task
intelligent_work_object,intelligent,work_object
interest_group_industry,interest group,industry
interior,interior,industry
investment,investment,industry
ironwork_industry,ironwork,industry
itinerant_knowledge_domain,itinerant,knowledge_domain
jewelry_product,jewelry,product
journalism,journalism,task
judicial,judicial,industry
jury_work_object,jury,work_object
juvenile_industry,juvenile,industry
kennel_work_object,kennel,work_object
kettle_work_object,kettle,work_object
keyboard_knowledge_domain,keyboard,knowledge_domain
kiln_work_object,kiln,work_object
kitchen,kitchen,venue
knowledge_knowledge_domain,knowledge,knowledge_domain
knowledge_work_object,knowledge,work_object
lab,lab,venue
labour_task,labour,task
lacquer_spray_gun_work_object,lacquer spray gun,work_object
lacquer_work_object,lacquer,work_object
land_based_machinery_work_object,land based machinery,work_object
land_based_work_object,land based,work_object
land_work_object,land,work_object
landfill_work_object,landfill,work_object
landscape_work_object,landscape,work_object
language,language,knowledge_domain
languages,languages,knowledge_domain
laser_beam_work_object,laser beam,work_object
laser_work_object,laser,work_object
lathe_work_object,lathe,work_object
laundromat_work_object,laundromat,work_object
laundry,laundry,venue
law,law,knowledge_domain
layout,layout,task
leaflet_product,leaflet,product
lean_work_object,lean,work_object
learning,learning,task
leather_good_knowledge_domain,leather good,knowledge_domain
leather_good_product_work_object,leather good product,work_object
leather_good_work_object,leather good,work_object
leather_product_knowledge_domain,leather product,knowledge_domain
leather_product_product,leather product,product
leather_raw_industry,leather raw,industry
leather_wet_task,leather wet,task
leisure_work_object,leisure,work_object
level_noop,level,noop
life_knowledge_domain,life,knowledge_domain
lifeguard_knowledge_domain,lifeguard,knowledge_domain
lift_work_object,lift,work_object
light_board_work_object,light board,work_object
light_motor_product,light motor,product
lime_kiln_work_object,lime kiln,work_object
line_work_object,line,work_object
linen_work_object,linen,work_object
liquid_fuel_work_object,liquid fuel,work_object
liquid_waste_work_object,liquid waste,work_object
liquor_work_object,liquor,work_object
list_task,list,task
literacy,literacy,knowledge_domain
literature_knowledge_domain,literature,knowledge_domain
livestock,livestock,population
loan_work_object,loan,work_object
locker_work_object,locker,work_object
lottery_work_object,lottery,work_object
lumber_work_object,lumber,work_object
machine_product,machine,product
machine_task,machine,task
machine_tool_knowledge_domain,machine tool,knowledge_domain
machine_tool_product,machine tool,product
machine_work_object,machine,work_object
machinery_knowledge_domain,machinery,knowledge_domain
magazine_knowledge_domain,magazine,knowledge_domain
mail_work_object,mail,work_object
make_up_knowledge_domain,make up,knowledge_domain
malt_kiln_work_object,malt kiln,work_object
malt_work_object,malt,work_object
management,management,task
manufactured_wooden_work_object,manufactured wooden,work_object
maritime_knowledge_domain,maritime,knowledge_domain
maritime_water_industry,maritime water,industry
marriage_work_object,marriage,work_object
mask_work_object,mask,work_object
massage_work_object,massage,work_object
materials_product,materials,product
materials_work_object,materials,work_object
maternity_task,maternity,task
mathematics,mathematics,knowledge_domain
mattress_work_object,mattress,work_object
measure_work_object,measure,work_object
meat_knowledge_domain,meat,knowledge_domain
meat_product,meat,product
meat_product_knowledge_domain,meat product,knowledge_domain
meat_product_product,meat product,product
meat_work_object,meat,work_object
mechanical,mechanical,industry
media,media,knowledge_domain
media_knowledge_domain,media,knowledge_domain
media_product,media,product
medicine,medicine,knowledge_domain
membership_work_object,membership,work_object
membranophone_knowledge_domain,membranophone,knowledge_domain
mental,mental,industry
merger_knowledge_domain,merger,knowledge_domain
meter_product,meter,product
meter_work_object,meter,work_object
meters_product,meters,product
meters_work_object,meters,work_object
microelectronics,microelectronics,knowledge_domain
microsystem_knowledge_domain,microsystem,knowledge_domain
microsystem_work_object,microsystem,work_object
middle_knowledge_domain,middle,knowledge_domain
midwifery_knowledge_domain,midwifery,knowledge_domain
migrant_industry,migrant,industry
military,military,industry
milk_heat_work_object,milk heat,work_object
milk_work_object,milk,work_object
mill,mill,venue
miniature_task,miniature,task
mobile,mobile,industry
mobility_task,mobility,task
modern_knowledge_domain,modern,knowledge_domain
mollusc_knowledge_domain,mollusc,knowledge_domain
mollusc_product,mollusc,product
montessori_knowledge_domain,montessori,knowledge_domain
mooring,mooring,task
mortgage_loan_work_object,mortgage loan,work_object
mortgage_work_object,mortgage,work_object
motion_knowledge_domain,motion,knowledge_domain
motion_product,motion,product
motor_product,motor,product
motor_vehicle_aftersale_work_object,motor vehicle aftersale,work_object
motor_vehicle_part_work_object,motor vehicle part,work_object
motor_vehicle_work_object,motor vehicle,work_object
motor_work_object,motor,work_object
motorcycle_knowledge_domain,motorcycle,knowledge_domain
motorcycle_work_object,motorcycle,work_object
mould_task,mould,task
moulding,moulding,task
mountain_work_object,mountain,work_object
move_work_object,move,work_object
movie_product,movie,product
multimedia_product,multimedia,product
museum_knowledge_domain,museum,knowledge_domain
music,music,knowledge_domain
musical,musical,knowledge_domain
nature_task,nature,task
navy_work_object,navy,work_object
net_task,net,task
networks_product,networks,product
networks_work_object,networks,work_object
new_knowledge_domain,new,knowledge_domain
newspaper_knowledge_domain,newspaper,knowledge_domain
night_work_object,night,work_object
nitrator_work_object,nitrator,work_object
nitroglycerin_separator_work_object,nitroglycerin separator,work_object
non_knowledge_domain,non,knowledge_domain
non_vessel_task,non vessel,task
non_work_object,non,work_object
nonwoven_staple_work_object,nonwoven staple,work_object
nonwoven_textile_work_object,nonwoven textile,work_object
nonwoven_work_object,nonwoven,work_object
nuclear,nuclear,industry
nursery_knowledge_domain,nursery,knowledge_domain
nursing,nursing,knowledge_domain
occupational,occupational,industry
offset_work_object,offset,work_object
offshore_work_object,offshore,work_object
oil_refinery_work_object,oil refinery,work_object
oil_work_object,oil,work_object
older_industry,older,industry
online,online,channel
onshore_wind_work_object,onshore wind,work_object
operations,operations,task
ore_knowledge_domain,ore,knowledge_domain
ore_product,ore,product
organ_work_object,organ,work_object
other_glassware_knowledge_domain,other glassware,knowledge_domain
other_glassware_product,other glassware,product
other_product,other,product
outdoor_activity_knowledge_domain,outdoor activity,knowledge_domain
outdoor_knowledge_domain,outdoor,knowledge_domain
overhaul,overhaul,task
overhead_line_work_object,overhead line,work_object
oxy_fuel_work_object,oxy fuel,work_object
paint_product,paint,product
painting,painting,task
panel_product,panel,product
panel_work_object,panel,work_object
panels_product,panels,product
panels_work_object,panels,work_object
paper_bag_work_object,paper bag,work_object
paper_pulp_work_object,paper pulp,work_object
paper_stationery_work_object,paper stationery,work_object
paperboard_product_work_object,paperboard product,work_object
park,park,venue
part_knowledge_domain,part,knowledge_domain
part_product,part,product
part_work_object,part,work_object
party_industry,party,industry
passengers,passengers,population
passport_venue,passport,venue
pasta_work_object,pasta,work_object
pastry_work_object,pastry,work_object
patent_work_object,patent,work_object
patients,patients,population
payroll_work_object,payroll,work_object
peace_work_object,peace,work_object
people,people,population
perfume_knowledge_domain,perfume,knowledge_domain
perfume_product,perfume,product
perfume_work_object,perfume,work_object
persons,persons,population
pest_task,pest,task
pesticide_work_object,pesticide,work_object
pet,pet,population
petroleum_work_object,petroleum,work_object
pets,pets,population
pharmaceutical,pharmaceutical,industry
pharmaceutical_product,pharmaceutical,product
pharmacy_knowledge_domain,pharmacy,knowledge_domain
pharmacy_work_object,pharmacy,work_object
philosophy,philosophy,knowledge_domain
phone,phone,channel
photography,photography,industry
physical,physical,industry
physics,physics,knowledge_domain
physiotherapy_work_object,physiotherapy,work_object
piano_work_object,piano,work_object
picture_film_work_object,picture film,work_object
picture_knowledge_domain,picture,knowledge_domain
picture_knowledge_domain,picture,knowledge_domain
picture_product,picture,product
picture_work_object,picture,work_object
pig_work_object,pig,work_object
pilate_knowledge_domain,pilate,knowledge_domain
pile_work_object,pile,work_object
pill_work_object,pill,work_object
pipe_work_object,pipe,work_object
pipeline_route_work_object,pipeline route,work_object
planning,planning,task
plant,plant,venue
plasma_work_object,plasma,work_object
plate_glass_work_object,plate glass,work_object
plodder_work_object,plodder,work_object
podcast_knowledge_domain,podcast,knowledge_domain
podiatry_work_object,podiatry,work_object
police_knowledge_domain,police,knowledge_domain
police_work_object,police,work_object
political,political,industry
porcelain_work_object,porcelain,work_object
port,port,venue
post_task,post,task
pottery_work_object,pottery,work_object
poultry_work_object,poultry,work_object
power_line_work_object,power line,work_object
powertrain_work_object,powertrain,work_object
practice_industry,practice,industry
pre_work_object,pre,work_object
precast_work_object,precast,work_object
prepared_industry,prepared,industry
prepared_meat_work_object,prepared meat,work_object
prepress_work_object,prepress,work_object
presales_channel,presales,channel
presales_task,presales,task
press_industry,press,industry
press_product,press,product
press_work_object,press,work_object
primary_school,primary school,venue
print_work_object,print,work_object
printed_work_object,printed,work_object
printing,printing,task
prior_task,prior,task
private,private,industry
process,process,task
product_knowledge_domain,product,knowledge_domain
product_product,product,product
product_work_object,product,work_object
products_product,products,product
program,program,task
programme,programme,task
programming,programming,knowledge_domain
project,project,task
prop_mistress_work_object,prop mistress,work_object
prop_work_object,prop,work_object
property_knowledge_domain,property,knowledge_domain
property_work_object,property,work_object
protection,protection,task
psychology,psychology,knowledge_domain
public,public,industry
public_relations,public relations,knowledge_domain
pulp_work_object,pulp,work_object
punch_work_object,punch,work_object
pupil,pupil,population
pupils,pupils,population
purchase_work_object,purchase,work_object
quality,quality,task
quantity_work_object,quantity,work_object
quarry_work_object,quarry,work_object
quick_task,quick,task
race_track_work_object,race track,work_object
radio_knowledge_domain,radio,knowledge_domain
radio_work_object,radio,work_object
rail_work_object,rail,work_object
raw_knowledge_domain,raw,knowledge_domain
raw_product,raw,product
raw_work_object,raw,work_object
reactor_work_object,reactor,work_object
reception,reception,venue
record_work_object,record,work_object
recovery,recovery,task
refinery_shift_work_object,refinery shift,work_object
refuse_vehicle_work_object,refuse vehicle,work_object
refuse_work_object,refuse,work_object
regulatory,regulatory,industry
relationship,relationship,task
religion_knowledge_domain,religion,knowledge_domain
religiou_knowledge_domain,religiou,knowledge_domain
remote_work_object,remote,work_object
rescue,rescue,task
resilience_knowledge_domain,resilience,knowledge_domain
resort,resort,venue
resource_knowledge_domain,resource,knowledge_domain
response,response,task
responsibility_industry,responsibility,industry
retail,retail,channel
revenue_industry,revenue,industry
right_task,right,task
risk,risk,task
road,road,industry
roadside_work_object,roadside,work_object
robot_industry,robot,industry
roller_work_object,roller,work_object
room,room,venue
router_product,router,product
router_work_object,router,work_object
rubber_good_work_object,rubber good,work_object
rubber_product_work_object,rubber product,work_object
rubber_work_object,rubber,work_object
salon,salon,venue
sample_task,sample,task
sampling,sampling,task
satellite_work_object,satellite,work_object
sauce_work_object,sauce,work_object
sawmill_work_object,sawmill,work_object
scenery_work_object,scenery,work_object
scheme_task,scheme,task
science,science,knowledge_domain
scientific,scientific,industry
scrap_knowledge_domain,scrap,knowledge_domain
scrap_product,scrap,product
scraper_work_object,scraper,work_object
screen_product,screen,product
screen_work_object,screen,work_object
screen_work_object,screen,work_object
screening,screening,task
screens_product,screens,product
screens_work_object,screens,work_object
screw_work_object,screw,work_object
script_work_object,script,work_object
seafood_product,seafood,product
search_engine_task,search engine,task
second_work_object,second,work_object
secondary_school,secondary school,venue
securities,securities,knowledge_domain
seed_knowledge_domain,seed,knowledge_domain
seed_product,seed,product
semi_finished_product,semi finished,product
sensor_knowledge_domain,sensor,knowledge_domain
sensor_work_object,sensor,work_object
service,service,task
services,services,task
set,set,task
sewerage_network_work_object,sewerage network,work_object
sewerage_system_work_object,sewerage system,work_object
sewerage_work_object,sewerage,work_object
sewing,sewing,task
sewing_machine,sewing machine,work_object
sheep_work_object,sheep,work_object
sheet_industry,sheet,industry
shelf_work_object,shelf,work_object
shelter,shelter,venue
shiatsu_work_object,shiatsu,work_object
shift_noop,shift,noop
ship_knowledge_domain,ship,knowledge_domain
ship_product,ship,product
ship_work_object,ship,work_object
ships_product,ships,product
